0.020325203,0.848148148,0.203261817,0.200134745
0.115176152,0.853703704,0.387345487,0.19474393
0.203252033,0.859259259,0.663471811,0.200134745
0.284552846,0.866666667,1.06232222,0.21630719
0.386178862,0.87962963,1.415149663,0.248652224
0.447154472,0.892592593,1.721957418,0.275606443
0.514905149,0.911111111,2.105466292,0.297169703
0.596205962,0.927777778,2.47363527,0.324123922
0.670731707,0.946296296,2.795782921,0.361859771
0.772357724,0.959259259,3.148612003,0.404986436
0.860433604,0.97037037,3.547460774,0.528975757
0.962059621,0.985185185,3.854268528,0.636792345
1.063685637,0.990740741,4.191756076,0.766172481
1.172086721,1.001851852,4.636626173,0.890161658
1.307588076,1.007407407,5.020135047,1.003369205
1.436314363,1.003703704,5.649090453,1.014150979
1.578590786,1.009259259,6.201343101,1.019541794
1.720867209,1.011111111,6.60019351,1.019541794
1.856368564,1.003703704,7.121766366,1.014150979
1.985094851,1.003703704,7.612656152,0.992587575
2.16802168,1.001851852,,
2.296747967,1.005555556,,
2.384823848,1.005555556,,
2.513550136,1.005555556,,
2.62195122,1.003703704,,
2.757452575,1.005555556,,
2.913279133,1.005555556,,
3.062330623,1.003703704,,
3.177506775,1.003703704,,
3.299457995,1,,
3.428184282,1.001851852,,
3.611111111,1.001851852,,
3.733062331,1.005555556,,
3.895663957,1.001851852,,
4.12601626,0.996296296,,
4.288617886,0.996296296,,
4.478319783,0.998148148,,
4.681571816,1,,
4.810298103,0.998148148,,
4.959349593,0.996296296,,
